PurchaseID,Date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35
755,1/30/2001,yogurt,milk,aluminum foil,coffee/tea,vegetables,shampoo,juice,eggs,dishwashing liquid/detergent,poultry,cereals,paper towels,dinner rolls,pasta,dinner rolls,yogurt,waffles,butter,pork,dishwashing liquid/detergent,aluminum foil,,,,,,,,,,,,,,
756,1/30/2001,eggs,ice cream,vegetables,waffles,mixes,vegetables,sugar,coffee/tea,poultry,pork,milk,paper towels,shampoo,coffee/tea,butter,flour,all- purpose,flour,cheeses,eggs,,,,,,,,,,,,,,,
757,1/30/2001,dinner rolls,dishwashing liquid/detergent,milk,all- purpose,juice,sandwich bags,bagels,pasta,milk,waffles,vegetables,hand soap,toilet paper,eggs,aluminum foil,yogurt,sandwich bags,eggs,,,,,,,,,,,,,,,,,
758,1/31/2001,ice cream,vegetables,paper towels,fruits,poultry,waffles,dinner rolls,pasta,paper towels,cereals,bagels,vegetables,mixes,paper towels,eggs,toilet paper,lunch meat,spaghetti sauce,soap,aluminum foil,bagels,laundry detergent,waffles,sandwich bags,ketchup,butter,cheeses,sugar,,,,,,,
759,1/31/2001,aluminum foil,waffles,vegetables,dishwashing liquid/detergent,beef,shampoo,ice cream,cereals,juice,sugar,sandwich bags,flour,fruits,vegetables,milk,waffles,vegetables,dinner rolls,bagels,poultry,vegetables,milk,hand soap,shampoo,,,,,,,,,,,
760,2/1/2001,milk,vegetables,waffles,shampoo,beef,paper towels,hand soap,cereals,flour,sugar,eggs,soap,butter,coffee/tea,lunch meat,soda,shampoo,soda,hand soap,ice cream,toilet paper,sandwich loaves,hand soap,poultry,lunch meat,pork,vegetables,flour,juice,flour,laundry detergent,individual meals,juice,pork,
761,2/1/2001,ice cream,vegetables,sandwich bags,cereals,spaghetti sauce,ice cream,coffee/tea,yogurt,pasta,lunch meat,bagels,sugar,toilet paper,poultry,mixes,cereals,cheeses,shampoo,vegetables,vegetables,aluminum foil,fruits,fruits,mixes,cheeses,bagels,milk,vegetables,beef,vegetables,sugar,individual meals,,,
762,2/1/2001,cereals,vegetables,pasta,sandwich bags,butter,tortillas,bagels,tortillas,bagels,sugar,shampoo,dishwashing liquid/detergent,vegetables,coffee/tea,ice cream,mixes,cheeses,mixes,poultry,bagels,vegetables,sugar,all- purpose,sandwich loaves,yogurt,lunch meat,,,,,,,,,
763,2/1/2001,tortillas,soda,butter,soda,sandwich bags,fruits,beef,fruits,ice cream,cheeses,butter,cheeses,butter,soap,eggs,dinner rolls,coffee/tea,coffee/tea,bagels,mixes,aluminum foil,hand soap,cereals,soap,milk,individual meals,spaghetti sauce,poultry,hand soap,sugar,dinner rolls,laundry detergent,,,
764,2/2/2001,paper towels,sandwich bags,soap,paper towels,eggs,tortillas,poultry,dishwashing liquid/detergent,laundry detergent,sandwich loaves,ice cream,vegetables,lunch meat,pasta,cereals,soda,soda,vegetables,dinner rolls,soap,ketchup,spaghetti sauce,vegetables,soap,waffles,individual meals,vegetables,hand soap,sandwich bags,,,,,,
765,2/3/2001,hand soap,mixes,shampoo,toilet paper,eggs,mixes,paper towels,cereals,mixes,waffles,waffles,dishwashing liquid/detergent,toilet paper,dishwashing liquid/detergent,eggs,spaghetti sauce,cheeses,laundry detergent,individual meals,dishwashing liquid/detergent,dinner rolls,aluminum foil,spaghetti sauce,waffles,vegetables,laundry detergent,vegetables,vegetables,sandwich bags,paper towels,pork,beef,hand soap,,
766,2/4/2001,dinner rolls,shampoo,dinner rolls,yogurt,shampoo,cereals,juice,beef,pork,,,,,,,,,,,,,,,,,,,,,,,,,,
767,2/5/2001,bagels,soap,waffles,cheeses,sugar,waffles,dinner rolls,sugar,sugar,soap,hand soap,waffles,sandwich loaves,paper towels,milk,vegetables,milk,mixes,aluminum foil,tortillas,vegetables,vegetables,sandwich bags,mixes,vegetables,ice cream,spaghetti sauce,eggs,lunch meat,yogurt,dinner rolls,poultry,vegetables,,
768,2/6/2001,all- purpose,butter,sandwich loaves,eggs,butter,lunch meat,all- purpose,lunch meat,flour,mixes,yogurt,sandwich bags,cheeses,mixes,bagels,spaghetti sauce,individual meals,waffles,dishwashing liquid/detergent,dinner rolls,fruits,vegetables,poultry,,,,,,,,,,,,
769,2/7/2001,pork,paper towels,juice,beef,butter,toilet paper,yogurt,laundry detergent,dishwashing liquid/detergent,toilet paper,fruits,dishwashing liquid/detergent,juice,vegetables,milk,butter,paper towels,laundry detergent,ice cream,,,,,,,,,,,,,,,,
770,2/7/2001,dishwashing liquid/detergent,dishwashing liquid/detergent,yogurt,cheeses,soda,flour,pork,flour,vegetables,sugar,fruits,tortillas,waffles,dinner rolls,bagels,eggs,dishwashing liquid/detergent,vegetables,,,,,,,,,,,,,,,,,
771,2/8/2001,yogurt,milk,paper towels,flour,laundry detergent,laundry detergent,toilet paper,poultry,coffee/tea,beef,bagels,,,,,,,,,,,,,,,,,,,,,,,,
772,2/8/2001,sugar,flour,fruits,soda,milk,dinner rolls,eggs,individual meals,paper towels,mixes,waffles,pasta,dishwashing liquid/detergent,coffee/tea,lunch meat,toilet paper,laundry detergent,sandwich loaves,dinner rolls,flour,butter,hand soap,paper towels,,,,,,,,,,,,
773,2/8/2001,sugar,vegetables,ice cream,ketchup,laundry detergent,toilet paper,mixes,shampoo,pork,vegetables,sandwich bags,tortillas,eggs,pasta,sugar,butter,laundry detergent,aluminum foil,all- purpose,toilet paper,,,,,,,,,,,,,,,
774,2/8/2001,bagels,ice cream,dinner rolls,individual meals,all- purpose,laundry detergent,fruits,cereals,toilet paper,cheeses,bagels,dishwashing liquid/detergent,individual meals,vegetables,all- purpose,waffles,eggs,beef,sugar,paper towels,sandwich bags,vegetables,sandwich bags,ketchup,aluminum foil,fruits,pork,cereals,vegetables,vegetables,cheeses,,,,
775,2/8/2001,juice,aluminum foil,shampoo,fruits,soda,yogurt,ice cream,milk,soda,soap,cereals,toilet paper,juice,vegetables,ketchup,beef,cheeses,bagels,milk,vegetables,yogurt,mixes,aluminum foil,soda,dishwashing liquid/detergent,pork,eggs,sandwich loaves,butter,,,,,,
776,2/8/2001,paper towels,juice,dinner rolls,individual meals,shampoo,sandwich bags,soap,shampoo,vegetables,paper towels,milk,poultry,cereals,beef,paper towels,vegetables,milk,aluminum foil,cereals,eggs,sandwich bags,dinner rolls,,,,,,,,,,,,,
777,2/8/2001,toilet paper,milk,fruits,mixes,mixes,lunch meat,lunch meat,vegetables,paper towels,waffles,cheeses,mixes,vegetables,flour,dinner rolls,tortillas,flour,waffles,sandwich bags,ketchup,dishwashing liquid/detergent,all- purpose,hand soap,fruits,bagels,spaghetti sauce,,,,,,,,,
778,2/8/2001,dinner rolls,cereals,cheeses,milk,tortillas,yogurt,paper towels,mixes,soda,spaghetti sauce,paper towels,shampoo,sugar,sandwich bags,poultry,pasta,aluminum foil,eggs,lunch meat,cheeses,lunch meat,vegetables,aluminum foil,mixes,soda,mixes,paper towels,pasta,cheeses,fruits,sandwich loaves,pasta,cheeses,beef,
779,2/9/2001,ketchup,hand soap,bagels,dishwashing liquid/detergent,waffles,beef,poultry,mixes,laundry detergent,individual meals,bagels,,,,,,,,,,,,,,,,,,,,,,,,
780,2/10/2001,juice,poultry,cheeses,waffles,sugar,vegetables,aluminum foil,dishwashing liquid/detergent,soda,milk,beef,all- purpose,vegetables,all- purpose,soda,toilet paper,,,,,,,,,,,,,,,,,,,
781,2/11/2001,sandwich loaves,lunch meat,cereals,flour,yogurt,fruits,sugar,dinner rolls,soap,all- purpose,soap,fruits,sandwich bags,dishwashing liquid/detergent,vegetables,beef,vegetables,yogurt,,,,,,,,,,,,,,,,,
782,2/12/2001,vegetables,cereals,pasta,mixes,juice,vegetables,all- purpose,dinner rolls,all- purpose,flour,eggs,ketchup,yogurt,flour,laundry detergent,pork,,,,,,,,,,,,,,,,,,,
783,2/12/2001,poultry,vegetables,pasta,beef,lunch meat,dishwashing liquid/detergent,ice cream,lunch meat,mixes,laundry detergent,vegetables,lunch meat,mixes,bagels,bagels,aluminum foil,milk,waffles,eggs,eggs,pasta,soda,juice,cereals,paper towels,cereals,toilet paper,waffles,shampoo,paper towels,ice cream,,,,
784,2/13/2001,cheeses,pork,laundry detergent,ketchup,tortillas,mixes,eggs,flour,eggs,beef,pasta,flour,ice cream,poultry,dishwashing liquid/detergent,ice cream,soda,fruits,milk,laundry detergent,aluminum foil,cereals,sandwich loaves,cereals,hand soap,vegetables,spaghetti sauce,aluminum foil,,,,,,,
785,2/14/2001,tortillas,vegetables,soap,shampoo,sugar,eggs,cereals,tortillas,butter,spaghetti sauce,,,,,,,,,,,,,,,,,,,,,,,,,
786,2/14/2001,shampoo,poultry,cheeses,sandwich loaves,ketchup,sandwich bags,coffee/tea,hand soap,vegetables,lunch meat,fruits,vegetables,beef,paper towels,shampoo,lunch meat,lunch meat,bagels,dinner rolls,mixes,coffee/tea,,,,,,,,,,,,,,
787,2/14/2001,mixes,vegetables,pork,pork,cereals,vegetables,bagels,waffles,shampoo,vegetables,spaghetti sauce,mixes,butter,aluminum foil,toilet paper,milk,paper towels,dishwashing liquid/detergent,paper towels,lunch meat,all- purpose,bagels,waffles,vegetables,flour,juice,mixes,spaghetti sauce,vegetables,all- purpose,mixes,,,,
788,2/14/2001,vegetables,individual meals,waffles,cereals,pork,laundry detergent,ketchup,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,2/15/2001,mixes,ice cream,dishwashing liquid/detergent,juice,sandwich loaves,lunch meat,individual meals,mixes,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,2/16/2001,bagels,waffles,mixes,cheeses,fruits,tortillas,fruits,paper towels,flour,toilet paper,hand soap,soda,soap,hand soap,all- purpose,ice cream,poultry,shampoo,butter,,,,,,,,,,,,,,,,
791,2/16/2001,tortillas,sandwich bags,poultry,sandwich bags,lunch meat,eggs,toilet paper,soda,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,2/17/2001,toilet paper,juice,cereals,aluminum foil,soda,ketchup,soda,ice cream,poultry,vegetables,juice,waffles,paper towels,aluminum foil,individual meals,coffee/tea,laundry detergent,ice cream,hand soap,spaghetti sauce,vegetables,waffles,pasta,sugar,shampoo,ice cream,dinner rolls,cereals,dinner rolls,ketchup,,,,,
793,2/17/2001,flour,milk,milk,lunch meat,lunch meat,dishwashing liquid/detergent,aluminum foil,hand soap,hand soap,soap,hand soap,spaghetti sauce,milk,waffles,all- purpose,,,,,,,,,,,,,,,,,,,,
794,2/17/2001,laundry detergent,milk,coffee/tea,vegetables,vegetables,dinner rolls,milk,flour,sandwich bags,coffee/tea,eggs,mixes,butter,individual meals,vegetables,cheeses,soda,cereals,,,,,,,,,,,,,,,,,
795,2/17/2001,spaghetti sauce,waffles,hand soap,sandwich bags,paper towels,ice cream,fruits,yogurt,cereals,pork,pork,cereals,dinner rolls,beef,aluminum foil,juice,,,,,,,,,,,,,,,,,,,
796,2/18/2001,mixes,tortillas,cereals,ketchup,pasta,mixes,bagels,tortillas,cheeses,pork,ice cream,,,,,,,,,,,,,,,,,,,,,,,,
797,2/19/2001,dinner rolls,dinner rolls,sugar,tortillas,soap,shampoo,butter,laundry detergent,sugar,all- purpose,pasta,waffles,,,,,,,,,,,,,,,,,,,,,,,
798,2/19/2001,toilet paper,dinner rolls,shampoo,hand soap,milk,sugar,poultry,waffles,eggs,flour,coffee/tea,yogurt,cereals,hand soap,hand soap,dishwashing liquid/detergent,yogurt,lunch meat,sandwich bags,vegetables,vegetables,aluminum foil,poultry,tortillas,vegetables,mixes,,,,,,,,,
799,2/19/2001,yogurt,all- purpose,tortillas,all- purpose,aluminum foil,spaghetti sauce,milk,fruits,juice,poultry,vegetables,flour,poultry,beef,all- purpose,vegetables,ketchup,dishwashing liquid/detergent,eggs,cereals,paper towels,laundry detergent,,,,,,,,,,,,,
800,2/19/2001,lunch meat,laundry detergent,vegetables,shampoo,lunch meat,milk,juice,cheeses,pasta,laundry detergent,waffles,aluminum foil,ice cream,pasta,dinner rolls,soap,milk,sugar,sandwich bags,individual meals,dishwashing liquid/detergent,dinner rolls,coffee/tea,vegetables,all- purpose,sugar,pasta,aluminum foil,soda,all- purpose,,,,,
801,2/20/2001,beef,milk,ice cream,toilet paper,beef,laundry detergent,butter,ice cream,waffles,pasta,paper towels,bagels,soda,hand soap,ice cream,soda,juice,fruits,sandwich loaves,soda,milk,sugar,waffles,pork,pasta,soap,juice,tortillas,tortillas,pasta,vegetables,,,,
802,2/20/2001,all- purpose,soda,ice cream,milk,laundry detergent,bagels,poultry,ice cream,pasta,vegetables,paper towels,poultry,soda,eggs,waffles,dinner rolls,individual meals,lunch meat,spaghetti sauce,dishwashing liquid/detergent,all- purpose,vegetables,,,,,,,,,,,,,
803,2/20/2001,aluminum foil,aluminum foil,mixes,soap,soap,milk,toilet paper,soap,spaghetti sauce,individual meals,flour,flour,ketchup,waffles,dinner rolls,ice cream,yogurt,soda,cheeses,flour,coffee/tea,toilet paper,spaghetti sauce,toilet paper,soda,spaghetti sauce,tortillas,juice,,,,,,,
804,2/20/2001,ketchup,cereals,fruits,yogurt,spaghetti sauce,dishwashing liquid/detergent,hand soap,sugar,spaghetti sauce,spaghetti sauce,spaghetti sauce,cereals,poultry,sandwich loaves,ketchup,vegetables,fruits,,,,,,,,,,,,,,,,,,
805,2/20/2001,soap,milk,mixes,yogurt,soda,ketchup,all- purpose,individual meals,soap,milk,eggs,bagels,waffles,yogurt,poultry,individual meals,soda,lunch meat,dishwashing liquid/detergent,,,,,,,,,,,,,,,,
806,2/20/2001,butter,beef,paper towels,coffee/tea,ice cream,spaghetti sauce,soda,soap,vegetables,vegetables,flour,juice,aluminum foil,vegetables,dinner rolls,vegetables,vegetables,waffles,yogurt,cereals,pasta,ketchup,sugar,sandwich bags,eggs,poultry,aluminum foil,soap,laundry detergent,cheeses,all- purpose,,,,
807,2/20/2001,juice,hand soap,yogurt,shampoo,shampoo,dishwashing liquid/detergent,juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,2/21/2001,paper towels,sandwich bags,milk,sandwich loaves,soda,flour,individual meals,flour,mixes,shampoo,sugar,spaghetti sauce,dinner rolls,flour,ketchup,vegetables,flour,bagels,pasta,paper towels,sandwich bags,aluminum foil,ketchup,,,,,,,,,,,,
809,2/21/2001,aluminum foil,hand soap,aluminum foil,lunch meat,sandwich loaves,spaghetti sauce,aluminum foil,sandwich bags,vegetables,beef,ketchup,pasta,ice cream,ketchup,butter,waffles,hand soap,vegetables,sandwich bags,cheeses,yogurt,sugar,coffee/tea,ketchup,shampoo,fruits,pasta,vegetables,ice cream,soap,,,,,
810,2/22/2001,shampoo,pasta,sugar,soap,flour,aluminum foil,paper towels,yogurt,vegetables,poultry,soda,dishwashing liquid/detergent,soap,juice,soda,dinner rolls,ice cream,cereals,dishwashing liquid/detergent,coffee/tea,ice cream,hand soap,bagels,aluminum foil,hand soap,soda,lunch meat,toilet paper,vegetables,sandwich loaves,vegetables,vegetables,ice cream,,
811,2/23/2001,shampoo,milk,all- purpose,waffles,lunch meat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,2/23/2001,pork,ketchup,coffee/tea,milk,poultry,vegetables,poultry,individual meals,paper towels,pasta,soda,sugar,sandwich loaves,dishwashing liquid/detergent,ketchup,all- purpose,poultry,toilet paper,cheeses,dinner rolls,waffles,poultry,soap,cereals,lunch meat,pasta,sandwich loaves,laundry detergent,dishwashing liquid/detergent,sugar,flour,sandwich loaves,,,
813,2/23/2001,sandwich loaves,dinner rolls,yogurt,sugar,juice,individual meals,sandwich loaves,cheeses,soda,sugar,pork,individual meals,butter,soap,butter,mixes,dishwashing liquid/detergent,,,,,,,,,,,,,,,,,,
814,2/24/2001,dinner rolls,vegetables,mixes,poultry,lunch meat,sugar,flour,soda,milk,cereals,laundry detergent,milk,pork,pasta,all- purpose,sandwich bags,,,,,,,,,,,,,,,,,,,
815,2/25/2001,tortillas,juice,ice cream,beef,fruits,sandwich loaves,hand soap,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,2/25/2001,all- purpose,lunch meat,sandwich bags,paper towels,hand soap,milk,paper towels,bagels,ketchup,waffles,poultry,butter,waffles,vegetables,,,,,,,,,,,,,,,,,,,,,
817,2/26/2001,fruits,waffles,dishwashing liquid/detergent,soap,paper towels,soda,butter,ice cream,coffee/tea,aluminum foil,,,,,,,,,,,,,,,,,,,,,,,,,
818,2/27/2001,tortillas,spaghetti sauce,mixes,dishwashing liquid/detergent,pork,tortillas,soda,yogurt,beef,yogurt,tortillas,bagels,dinner rolls,juice,sugar,vegetables,milk,vegetables,sandwich bags,shampoo,mixes,,,,,,,,,,,,,,
819,2/27/2001,vegetables,coffee/tea,poultry,soda,bagels,fruits,cheeses,laundry detergent,mixes,laundry detergent,bagels,mixes,soda,pasta,vegetables,individual meals,vegetables,cheeses,pork,butter,laundry detergent,tortillas,sandwich bags,eggs,dishwashing liquid/detergent,vegetables,sugar,pork,,,,,,,
820,2/27/2001,sugar,shampoo,vegetables,butter,vegetables,milk,dishwashing liquid/detergent,lunch meat,soda,beef,,,,,,,,,,,,,,,,,,,,,,,,,
821,2/28/2001,milk,individual meals,vegetables,cereals,beef,sandwich loaves,shampoo,beef,beef,laundry detergent,pork,sugar,lunch meat,vegetables,vegetables,eggs,sandwich bags,ice cream,coffee/tea,poultry,vegetables,eggs,dishwashing liquid/detergent,,,,,,,,,,,,
822,2/28/2001,coffee/tea,spaghetti sauce,poultry,fruits,soap,sandwich bags,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,3/1/2001,spaghetti sauce,mixes,yogurt,poultry,vegetables,spaghetti sauce,soap,cereals,waffles,dishwashing liquid/detergent,fruits,pasta,poultry,bagels,soda,shampoo,sandwich bags,poultry,lunch meat,flour,sugar,ice cream,aluminum foil,sugar,dinner rolls,pork,beef,individual meals,coffee/tea,ketchup,cereals,vegetables,individual meals,,
824,3/2/2001,spaghetti sauce,yogurt,sandwich bags,cheeses,fruits,pasta,sugar,toilet paper,vegetables,dinner rolls,ice cream,vegetables,dishwashing liquid/detergent,ice cream,dishwashing liquid/detergent,butter,all- purpose,mixes,dishwashing liquid/detergent,aluminum foil,sandwich bags,paper towels,aluminum foil,lunch meat,milk,pasta,sugar,butter,sandwich bags,eggs,,,,,
825,3/2/2001,shampoo,flour,sandwich loaves,beef,soap,dinner rolls,toilet paper,individual meals,all- purpose,toilet paper,butter,fruits,,,,,,,,,,,,,,,,,,,,,,,
826,3/2/2001,spaghetti sauce,lunch meat,toilet paper,shampoo,butter,spaghetti sauce,soap,shampoo,butter,vegetables,ketchup,poultry,lunch meat,spaghetti sauce,cheeses,sandwich bags,sandwich bags,ketchup,sugar,individual meals,soda,sandwich loaves,juice,soap,lunch meat,dinner rolls,juice,laundry detergent,,,,,,,
827,3/3/2001,milk,shampoo,vegetables,poultry,dishwashing liquid/detergent,aluminum foil,all- purpose,paper towels,fruits,eggs,lunch meat,mixes,cheeses,ketchup,juice,coffee/tea,dinner rolls,waffles,shampoo,soap,pork,paper towels,milk,dishwashing liquid/detergent,beef,,,,,,,,,,
828,3/3/2001,cheeses,juice,vegetables,toilet paper,mixes,shampoo,ketchup,sandwich bags,soap,vegetables,ketchup,waffles,cereals,spaghetti sauce,spaghetti sauce,eggs,vegetables,beef,all- purpose,ketchup,fruits,shampoo,laundry detergent,soda,flour,waffles,soap,cereals,dinner rolls,mixes,,,,,
829,3/3/2001,soda,beef,butter,vegetables,milk,paper towels,paper towels,spaghetti sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,3/4/2001,aluminum foil,dinner rolls,laundry detergent,vegetables,vegetables,tortillas,flour,all- purpose,aluminum foil,sandwich bags,ice cream,sandwich loaves,beef,individual meals,shampoo,pork,juice,tortillas,shampoo,poultry,dishwashing liquid/detergent,cheeses,spaghetti sauce,poultry,spaghetti sauce,juice,,,,,,,,,
831,3/4/2001,sandwich loaves,vegetables,pork,mixes,sandwich bags,cheeses,bagels,bagels,sandwich bags,poultry,poultry,poultry,individual meals,butter,tortillas,ketchup,flour,yogurt,individual meals,sugar,butter,aluminum foil,ice cream,juice,tortillas,paper towels,ketchup,,,,,,,,
832,3/5/2001,eggs,vegetables,yogurt,pork,laundry detergent,sandwich bags,eggs,beef,paper towels,all- purpose,hand soap,dinner rolls,eggs,,,,,,,,,,,,,,,,,,,,,,
833,3/6/2001,toilet paper,toilet paper,pork,pork,all- purpose,sandwich bags,beef,vegetables,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,3/6/2001,milk,tortillas,vegetables,coffee/tea,ketchup,coffee/tea,dinner rolls,toilet paper,tortillas,butter,mixes,sandwich loaves,ice cream,toilet paper,ice cream,bagels,shampoo,lunch meat,soda,spaghetti sauce,butter,individual meals,toilet paper,shampoo,,,,,,,,,,,
835,3/6/2001,ice cream,soap,sandwich loaves,ketchup,butter,bagels,paper towels,mixes,butter,fruits,milk,coffee/tea,butter,pork,mixes,soda,beef,sandwich bags,aluminum foil,waffles,dishwashing liquid/detergent,vegetables,individual meals,eggs,eggs,aluminum foil,pasta,spaghetti sauce,,,,,,,
836,3/7/2001,pork,eggs,laundry detergent,hand soap,butter,paper towels,juice,fruits,mixes,vegetables,milk,laundry detergent,shampoo,shampoo,dinner rolls,ice cream,,,,,,,,,,,,,,,,,,,
837,3/8/2001,poultry,bagels,beef,waffles,toilet paper,cheeses,yogurt,bagels,cheeses,dishwashing liquid/detergent,soap,,,,,,,,,,,,,,,,,,,,,,,,
838,3/9/2001,flour,individual meals,flour,pork,pork,soap,beef,vegetables,juice,vegetables,juice,ketchup,laundry detergent,poultry,sandwich bags,spaghetti sauce,shampoo,butter,ice cream,soap,bagels,flour,hand soap,,,,,,,,,,,,
839,3/9/2001,vegetables,aluminum foil,sandwich bags,waffles,all- purpose,vegetables,paper towels,dishwashing liquid/detergent,spaghetti sauce,beef,bagels,cereals,flour,vegetables,coffee/tea,cheeses,aluminum foil,paper towels,milk,vegetables,dinner rolls,spaghetti sauce,vegetables,flour,sandwich loaves,coffee/tea,tortillas,laundry detergent,,,,,,,
840,3/10/2001,sandwich bags,tortillas,soap,spaghetti sauce,fruits,soda,dishwashing liquid/detergent,eggs,tortillas,bagels,vegetables,milk,vegetables,butter,spaghetti sauce,vegetables,milk,beef,,,,,,,,,,,,,,,,,
841,3/10/2001,individual meals,waffles,sugar,all- purpose,shampoo,aluminum foil,vegetables,fruits,sugar,tortillas,vegetables,fruits,yogurt,sandwich loaves,flour,flour,individual meals,soap,,,,,,,,,,,,,,,,,
842,3/11/2001,toilet paper,vegetables,juice,beef,eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,3/12/2001,lunch meat,laundry detergent,cereals,eggs,cheeses,vegetables,coffee/tea,vegetables,juice,bagels,aluminum foil,lunch meat,yogurt,bagels,sandwich bags,,,,,,,,,,,,,,,,,,,,
844,3/12/2001,yogurt,laundry detergent,dishwashing liquid/detergent,soap,vegetables,fruits,vegetables,mixes,dinner rolls,hand soap,juice,coffee/tea,milk,bagels,coffee/tea,mixes,eggs,eggs,vegetables,poultry,vegetables,ketchup,eggs,soap,bagels,sandwich bags,paper towels,juice,coffee/tea,paper towels,,,,,
845,3/12/2001,toilet paper,milk,cheeses,dishwashing liquid/detergent,pasta,paper towels,dishwashing liquid/detergent,soap,vegetables,beef,cereals,toilet paper,vegetables,all- purpose,ketchup,mixes,vegetables,sandwich loaves,milk,,,,,,,,,,,,,,,,
846,3/12/2001,mixes,sugar,flour,ketchup,paper towels,mixes,beef,dinner rolls,ice cream,poultry,bagels,laundry detergent,dishwashing liquid/detergent,beef,juice,pork,spaghetti sauce,milk,poultry,vegetables,eggs,ketchup,shampoo,,,,,,,,,,,,
847,3/13/2001,vegetables,sandwich loaves,ketchup,mixes,soda,dinner rolls,shampoo,coffee/tea,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,3/14/2001,eggs,spaghetti sauce,paper towels,butter,bagels,pasta,soda,sandwich bags,ice cream,vegetables,dinner rolls,dinner rolls,laundry detergent,vegetables,yogurt,hand soap,vegetables,hand soap,soda,eggs,tortillas,soap,hand soap,lunch meat,pork,bagels,shampoo,vegetables,shampoo,individual meals,,,,,
849,3/15/2001,cereals,eggs,poultry,dishwashing liquid/detergent,juice,cereals,butter,sugar,coffee/tea,dishwashing liquid/detergent,waffles,ice cream,soda,fruits,all- purpose,fruits,vegetables,cheeses,all- purpose,paper towels,dinner rolls,vegetables,vegetables,yogurt,vegetables,pasta,,,,,,,,,
850,3/16/2001,individual meals,lunch meat,dishwashing liquid/detergent,dishwashing liquid/detergent,eggs,hand soap,laundry detergent,mixes,juice,spaghetti sauce,soda,,,,,,,,,,,,,,,,,,,,,,,,
851,3/16/2001,tortillas,cereals,shampoo,soap,beef,milk,all- purpose,sandwich loaves,dishwashing liquid/detergent,ketchup,aluminum foil,pasta,pork,milk,individual meals,ketchup,ketchup,ice cream,mixes,,,,,,,,,,,,,,,,
852,3/17/2001,flour,ketchup,poultry,ice cream,shampoo,yogurt,eggs,waffles,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,
853,3/17/2001,laundry detergent,dishwashing liquid/detergent,cheeses,poultry,cheeses,eggs,bagels,ice cream,vegetables,dishwashing liquid/detergent,,,,,,,,,,,,,,,,,,,,,,,,,
854,3/17/2001,waffles,sugar,juice,vegetables,lunch meat,hand soap,vegetables,toilet paper,ketchup,pork,eggs,butter,juice,spaghetti sauce,sugar,cheeses,waffles,poultry,yogurt,poultry,aluminum foil,pork,pasta,ice cream,lunch meat,individual meals,mixes,sandwich loaves,,,,,,,
855,3/18/2001,sandwich bags,all- purpose,waffles,laundry detergent,vegetables,butter,eggs,soda,sandwich bags,milk,spaghetti sauce,waffles,soda,laundry detergent,vegetables,tortillas,cheeses,toilet paper,bagels,,,,,,,,,,,,,,,,
856,3/18/2001,ketchup,butter,sandwich bags,sugar,aluminum foil,juice,soda,bagels,waffles,soda,bagels,toilet paper,soda,coffee/tea,waffles,cereals,cheeses,vegetables,butter,dinner rolls,ice cream,sandwich loaves,lunch meat,,,,,,,,,,,,
857,3/19/2001,individual meals,ice cream,soap,dishwashing liquid/detergent,vegetables,individual meals,yogurt,vegetables,ketchup,ice cream,beef,poultry,spaghetti sauce,sandwich loaves,butter,butter,eggs,individual meals,fruits,bagels,aluminum foil,beef,eggs,sandwich loaves,sandwich loaves,bagels,ketchup,soap,,,,,,,
858,3/19/2001,beef,lunch meat,beef,toilet paper,flour,lunch meat,vegetables,fruits,tortillas,poultry,eggs,flour,eggs,all- purpose,poultry,milk,shampoo,vegetables,pork,sugar,all- purpose,soap,soda,vegetables,vegetables,vegetables,juice,butter,vegetables,tortillas,,,,,
859,3/19/2001,toilet paper,ketchup,laundry detergent,soda,milk,sandwich bags,toilet paper,toilet paper,cereals,coffee/tea,,,,,,,,,,,,,,,,,,,,,,,,,
860,3/20/2001,vegetables,shampoo,flour,soda,hand soap,shampoo,all- purpose,pork,shampoo,vegetables,laundry detergent,toilet paper,spaghetti sauce,flour,mixes,cheeses,pasta,poultry,laundry detergent,pork,coffee/tea,yogurt,dishwashing liquid/detergent,sandwich loaves,soap,pasta,ketchup,fruits,vegetables,coffee/tea,coffee/tea,shampoo,,,
861,3/20/2001,cheeses,lunch meat,sugar,beef,hand soap,dishwashing liquid/detergent,sandwich loaves,vegetables,coffee/tea,vegetables,paper towels,,,,,,,,,,,,,,,,,,,,,,,,
